customer_key,customer_id,customer_name,country,ages,age_category,total_orders,total_quantity,total_products,total_sales,customer_type,recent_order,oldest_order,time_period,customer_frequency,avg_spend_of_customer,spend_by_customer,customer_contribution
195,11194,Jacqueline Price,United States,75,Senior_Citizen,2,6,6,105,NEW,2013-12-08,2013-03-13,9,regular customer,17.5,105,0.00%
196,11195,Megan Henderson,United States,74,Senior_Citizen,2,6,6,105,NEW,2013-10-22,2013-04-14,6,regular customer,17.5,105,0.00%
197,11196,Alfredo Romero,United States,74,Senior_Citizen,2,4,4,162,NEW,2013-09-24,2013-03-03,6,regular customer,40.5,162,0.00%
198,11197,Andrea Morris,United States,74,Senior_Citizen,2,6,5,207,NEW,2013-07-20,2013-05-02,2,new customer,34.5,207,0.00%
199,11198,Brooke Sanders,United States,73,Senior_Citizen,2,4,4,98,NEW,2013-02-13,2013-02-05,0,new customer,24.5,98,0.00%
200,11199,Jacqueline Bennett,United States,68,Senior_Citizen,2,6,6,132,NEW,2013-10-17,2013-03-18,7,regular customer,22,132,0.00%
201,11200,Jason Griffin,Canada,72,Senior_Citizen,27,55,26,1461,Regular,2014-01-20,2013-02-07,11,regular customer,26.56,1461,0.00%
202,11201,Amanda Foster,United States,72,Senior_Citizen,2,6,6,181,NEW,2013-09-09,2013-07-01,2,new customer,30.17,181,0.00%
203,11202,Alexia Price,United States,67,Senior_Citizen,2,3,3,74,NEW,2013-09-21,2013-09-15,0,new customer,24.67,74,0.00%
204,11203,Luis Diaz,Canada,66,Senior_Citizen,17,32,19,800,NEW,2013-12-11,2013-02-20,10,regular customer,25,800,0.00%
205,11204,Destiny Rivera,United States,72,Senior_Citizen,2,4,4,77,NEW,2013-11-10,2013-08-09,3,new customer,19.25,77,0.00%
206,11205,Abby Fernandez,United States,71,Senior_Citizen,2,2,2,37,NEW,2013-10-08,2013-07-27,3,new customer,18.5,37,0.00%
207,11206,Blake Flores,United States,71,Senior_Citizen,2,4,4,77,NEW,2013-05-30,2013-05-11,0,new customer,19.25,77,0.00%
208,11207,Danielle Cox,United States,71,Senior_Citizen,2,4,4,77,NEW,2013-10-18,2013-01-31,9,regular customer,19.25,77,0.00%
209,11208,Maria Reed,United States,72,Senior_Citizen,2,7,7,134,NEW,2013-09-17,2013-03-04,6,regular customer,19.14,134,0.00%
210,11209,Allison Evans,United States,72,Senior_Citizen,2,2,2,37,NEW,2014-01-22,2013-03-25,10,regular customer,18.5,37,0.00%
211,11210,Edward Wood,United States,72,Senior_Citizen,2,5,5,70,NEW,2013-09-06,2013-05-06,4,new customer,14,70,0.00%
212,11211,Samantha Russell,Canada,65,Senior_Citizen,17,33,22,792,NEW,2014-01-07,2013-02-01,11,regular customer,24,792,0.00%
213,11212,Chloe Campbell,Canada,70,Senior_Citizen,17,33,20,824,NEW,2014-01-17,2013-01-30,12,regular customer,24.97,824,0.00%
214,11213,Stephanie Murphy,United States,71,Senior_Citizen,2,4,4,77,NEW,2013-09-09,2013-03-28,6,regular customer,19.25,77,0.00%
215,11214,Charles Miller,United States,70,Senior_Citizen,2,4,4,162,NEW,2013-11-19,2013-08-14,3,new customer,40.5,162,0.00%
216,11215,Ana Perry,Canada,64,Senior_Citizen,17,32,21,1154,Regular,2013-12-15,2013-02-15,10,regular customer,36.06,1154,0.00%
217,11216,Jasmine Torres,United States,70,Senior_Citizen,2,5,5,5948,VIP,2013-02-05,2011-08-15,18,regular customer,1189.6,5948,0.02%
218,11217,Natalie Adams,United States,70,Senior_Citizen,2,3,3,5953,VIP,2013-02-14,2011-08-10,18,regular customer,1984.33,5953,0.02%
219,11218,Olivia Brown,United States,64,Senior_Citizen,2,3,2,39,NEW,2014-01-04,2013-02-28,11,regular customer,13,39,0.00%
220,11219,Charles Cook,United States,69,Senior_Citizen,2,3,2,39,NEW,2014-01-24,2013-10-29,3,new customer,13,39,0.00%
221,11220,Erica Huang,United States,64,Senior_Citizen,2,4,4,50,NEW,2013-12-13,2013-03-14,9,regular customer,12.5,50,0.00%
222,11221,Nathan Perry,United States,70,Senior_Citizen,2,4,4,46,NEW,2013-10-17,2013-04-07,6,regular customer,11.5,46,0.00%
223,11222,Alexandra Rivera,United States,69,Senior_Citizen,2,6,6,208,NEW,2013-11-28,2013-11-01,0,new customer,34.67,208,0.00%
224,11223,Hailey Patterson,Canada,68,Senior_Citizen,27,65,26,1203,Regular,2014-01-06,2013-01-29,12,regular customer,21.48,1203,0.00%
225,11224,Tiffany Li,United States,68,Senior_Citizen,3,5,5,6685,VIP,2013-12-03,2011-08-07,28,old customer,1337,6685,0.02%
226,11225,Madison Lee,United States,63,Senior_Citizen,2,5,5,73,NEW,2013-09-06,2013-06-22,3,new customer,14.6,73,0.00%
227,11226,Sydney Ross,United States,63,Senior_Citizen,2,2,2,37,NEW,2013-03-31,2013-02-21,1,new customer,18.5,37,0.00%
228,11227,Marshall Chavez,United States,63,Senior_Citizen,2,5,5,5910,VIP,2013-02-10,2011-08-03,18,regular customer,1182,5910,0.02%
229,11228,Ashley Jones,United States,69,Senior_Citizen,2,4,4,77,NEW,2014-01-17,2013-10-25,3,new customer,19.25,77,0.00%
230,11229,Adrian Stewart,United States,68,Senior_Citizen,2,5,5,81,NEW,2014-01-25,2013-07-27,6,regular customer,16.2,81,0.00%
231,11230,Amber Turner,United States,69,Senior_Citizen,2,5,5,54,NEW,2013-12-09,2013-07-16,5,new customer,10.8,54,0.00%
232,11231,Dennis Zhang,United States,62,Senior_Citizen,2,4,4,64,NEW,2013-11-12,2013-02-10,9,regular customer,16,64,0.00%
233,11232,Hailey Bryant,United States,67,Senior_Citizen,2,3,2,39,NEW,2013-11-13,2013-09-20,2,new customer,13,39,0.00%
234,11233,Todd Li,United States,62,Senior_Citizen,2,7,7,179,NEW,2013-06-08,2013-02-08,4,new customer,25.57,179,0.00%
235,11234,Anna Griffin,United States,67,Senior_Citizen,2,4,4,76,NEW,2013-09-19,2013-02-08,7,regular customer,19,76,0.00%
236,11235,Angel Stewart,United States,68,Senior_Citizen,2,6,5,138,NEW,2014-01-05,2013-07-04,6,regular customer,23,138,0.00%
237,11236,Jeremy Butler,United States,68,Senior_Citizen,2,5,5,114,NEW,2014-01-06,2013-10-03,3,new customer,22.8,114,0.00%
238,11237,Clarence Anand,Germany,61,Senior_Citizen,4,6,6,10566,VIP,2013-11-25,2011-09-05,26,old customer,1761,10566,0.04%
239,11238,Mayra Prasad,United Kingdom,61,Senior_Citizen,4,9,9,7543,VIP,2013-04-30,2011-01-06,27,old customer,838.11,7543,0.03%
240,11239,Latoya Goel,United Kingdom,56,Mid_aged,4,11,11,7511,VIP,2013-05-28,2011-01-19,28,old customer,682.82,7511,0.03%
241,11240,Anne Hernandez,United Kingdom,61,Senior_Citizen,4,13,10,7586,VIP,2013-05-13,2011-02-27,27,old customer,583.54,7586,0.03%
242,11241,Lisa Cai,France,51,Mid_aged,7,25,20,11468,VIP,2013-10-29,2012-09-10,13,regular customer,458.72,11468,0.04%
243,11242,Larry Munoz,France,62,Senior_Citizen,7,12,12,11067,VIP,2013-12-04,2012-09-19,15,regular customer,922.25,11067,0.04%
244,11243,Robin Alvarez,United Kingdom,62,Senior_Citizen,4,12,10,7164,VIP,2013-06-09,2011-02-21,28,old customer,597,7164,0.02%
245,11244,Alexis Coleman,United Kingdom,57,Mid_aged,4,12,11,7175,VIP,2013-07-19,2011-02-12,29,old customer,597.92,7175,0.02%
246,11245,Ricky Vazquez,Germany,63,Senior_Citizen,4,9,9,10580,VIP,2013-12-11,2011-09-26,27,old customer,1175.56,10580,0.04%
247,11246,Latasha Rubio,Germany,63,Senior_Citizen,4,7,7,10575,VIP,2013-12-20,2011-10-03,26,old customer,1510.71,10575,0.04%
248,11247,Claudia Zhou,United Kingdom,64,Senior_Citizen,4,12,11,7131,VIP,2013-08-17,2011-02-18,30,old customer,594.25,7131,0.02%
249,11248,Tristan Alexander,France,59,Mid_aged,1,3,3,38,NEW,2013-07-14,2013-07-14,0,new customer,12.67,38,0.00%
250,11249,Cindy Patel,Germany,59,Mid_aged,4,11,11,9890,VIP,2013-09-15,2011-10-09,23,old customer,899.09,9890,0.03%
251,11250,Shannon Liu,United Kingdom,59,Mid_aged,4,11,10,7115,VIP,2013-08-06,2011-03-17,29,old customer,646.82,7115,0.02%
252,11251,Xavier Long,Canada,87,Senior_Citizen,1,4,4,2319,Regular,2013-10-18,2013-10-18,0,new customer,579.75,2319,0.01%
253,11252,Nicholas Thompson,United States,88,Senior_Citizen,3,7,7,6685,VIP,2013-12-18,2011-08-14,28,old customer,955,6685,0.02%
254,11253,Josâ”œÂ® Hernandez,Canada,76,Senior_Citizen,16,30,16,695,NEW,2013-12-03,2013-03-01,9,regular customer,23.17,695,0.00%
255,11254,Johnathan Vance,United States,87,Senior_Citizen,2,9,9,204,NEW,2013-12-14,2013-11-23,1,new customer,22.67,204,0.00%
256,11255,Colin Lin,United States,87,Senior_Citizen,2,5,5,114,NEW,2013-03-31,2013-02-23,1,new customer,22.8,114,0.00%
257,11256,Katelyn Hernandez,United States,86,Senior_Citizen,2,5,5,81,NEW,2013-10-16,2013-04-15,6,regular customer,16.2,81,0.00%
258,11257,Jacqueline Powell,United States,NULL,Senior_Citizen,3,6,6,6676,VIP,2013-12-14,2011-08-24,28,old customer,1112.67,6676,0.02%
259,11258,Xavier Hill,United States,87,Senior_Citizen,2,4,4,49,NEW,2013-07-15,2013-05-21,2,new customer,12.25,49,0.00%
260,11259,Victoria Stewart,United States,55,Mid_aged,3,5,5,6770,VIP,2013-12-20,2011-09-04,27,old customer,1354,6770,0.02%
261,11260,Katelyn Kelly,United States,49,Mid_aged,2,5,5,81,NEW,2013-06-23,2013-02-05,4,new customer,16.2,81,0.00%
262,11261,Stephanie Collins,United States,55,Mid_aged,3,4,4,6650,VIP,2013-12-23,2011-09-27,27,old customer,1662.5,6650,0.02%
263,11262,Jennifer Simmons,Canada,50,Mid_aged,27,63,26,1124,Regular,2014-01-22,2013-02-27,11,regular customer,17.84,1124,0.00%
264,11263,Trinity Richardson,United States,55,Mid_aged,3,9,9,6753,VIP,2013-12-10,2011-08-29,28,old customer,750.33,6753,0.02%
265,11264,Eduardo Martin,United States,56,Mid_aged,2,8,8,3182,Regular,2013-11-30,2013-01-02,10,regular customer,397.75,3182,0.01%
266,11265,Elizabeth Jones,United States,55,Mid_aged,1,3,3,2352,Regular,2013-01-03,2013-01-03,0,new customer,784,2352,0.01%
267,11266,Taylor Howard,United States,56,Mid_aged,2,5,5,5922,VIP,2013-01-20,2011-09-10,16,regular customer,1184.4,5922,0.02%
268,11267,David Diaz,United States,50,Mid_aged,2,5,5,5943,VIP,2013-01-07,2011-09-17,16,regular customer,1188.6,5943,0.02%
269,11268,Katelyn Carter,United States,56,Mid_aged,2,5,5,98,NEW,2013-11-16,2013-05-29,6,regular customer,19.6,98,0.00%
270,11269,Ryan Foster,United States,50,Mid_aged,2,3,3,42,NEW,2013-09-10,2013-08-22,1,new customer,14,42,0.00%
271,11270,Robert Lee,United States,50,Mid_aged,2,5,5,5984,VIP,2013-01-07,2011-09-10,16,regular customer,1196.8,5984,0.02%
272,11271,Danielle Reed,United States,56,Mid_aged,2,5,5,5973,VIP,2013-01-22,2011-09-27,16,regular customer,1194.6,5973,0.02%
273,11272,Lauren Martinez,United States,63,Senior_Citizen,2,4,4,5975,VIP,2013-01-13,2011-09-19,16,regular customer,1493.75,5975,0.02%
274,11273,Nathan Lal,United States,63,Senior_Citizen,2,8,8,273,NEW,2013-05-23,2013-05-14,0,new customer,34.13,273,0.00%
275,11274,Kyle Foster,United States,86,Senior_Citizen,2,4,4,5888,VIP,2013-02-24,2011-08-29,18,regular customer,1472,5888,0.02%
276,11275,Jenny Rai,United States,86,Senior_Citizen,2,4,4,5955,VIP,2013-01-12,2011-08-30,17,regular customer,1488.75,5955,0.02%
277,11276,Nancy Chapman,Canada,51,Mid_aged,27,57,22,987,NEW,2014-01-22,2013-01-29,12,regular customer,17.32,987,0.00%
278,11277,Charles Jackson,Canada,57,Mid_aged,27,65,26,1434,Regular,2014-01-16,2013-02-02,11,regular customer,22.06,1434,0.00%
279,11278,Jonathan Phillips,United States,56,Mid_aged,2,3,3,5908,VIP,2013-01-03,2011-09-16,16,regular customer,1969.33,5908,0.02%
280,11279,Amanda Cook,United States,51,Mid_aged,2,4,3,44,NEW,2013-06-22,2013-03-03,3,new customer,11,44,0.00%
281,11280,Robert Collins,United States,56,Mid_aged,2,4,4,77,NEW,2013-08-08,2013-07-01,1,new customer,19.25,77,0.00%
282,11281,Megan Barnes,United States,51,Mid_aged,2,5,5,5921,VIP,2013-01-11,2011-09-13,16,regular customer,1184.2,5921,0.02%
283,11282,Christian Thomas,United States,58,Mid_aged,2,6,6,5999,VIP,2013-01-02,2011-08-31,17,regular customer,999.83,5999,0.02%
284,11283,Arturo Lal,United States,57,Mid_aged,2,4,3,44,NEW,2013-08-28,2013-05-29,3,new customer,11,44,0.00%
285,11284,Theresa Serrano,United States,58,Mid_aged,2,5,3,55,NEW,2013-05-02,2013-02-06,3,new customer,11,55,0.00%
286,11285,Jeremy Anderson,United States,52,Mid_aged,2,5,5,128,NEW,2013-10-26,2013-07-27,3,new customer,25.6,128,0.00%
287,11286,Hunter Griffin,United States,58,Mid_aged,2,5,5,5954,VIP,2013-01-20,2011-09-21,16,regular customer,1190.8,5954,0.02%
288,11287,Henry Garcia,Canada,59,Mid_aged,27,62,23,1165,Regular,2014-01-28,2013-01-29,12,regular customer,18.79,1165,0.00%
289,11288,Cindy Sanchez,United States,47,Mid_aged,2,4,4,77,NEW,2013-08-21,2013-03-05,5,new customer,19.25,77,0.00%
290,11289,Maria Carter,United States,53,Mid_aged,2,5,5,5905,VIP,2013-01-16,2011-09-08,16,regular customer,1181,5905,0.02%
291,11290,Katelyn Sanchez,United States,53,Mid_aged,2,3,3,5933,VIP,2013-01-27,2011-09-20,16,regular customer,1977.67,5933,0.02%
292,11291,Jenna Wright,United States,53,Mid_aged,2,2,2,5873,VIP,2013-01-19,2011-09-04,16,regular customer,2936.5,5873,0.02%
293,11292,Seth Phillips,United States,58,Mid_aged,2,5,5,5910,VIP,2012-12-31,2011-09-15,15,regular customer,1182,5910,0.02%
294,11293,Luke Long,United States,65,Senior_Citizen,2,5,5,85,NEW,2013-03-15,2013-02-24,1,new customer,17,85,0.00%
295,11294,Dalton Clark,United States,64,Senior_Citizen,2,3,3,42,NEW,2014-01-03,2013-09-25,4,new customer,14,42,0.00%
296,11295,Taylor Lewis,United States,66,Senior_Citizen,2,5,5,6058,VIP,2013-01-09,2011-09-25,16,regular customer,1211.6,6058,0.02%
297,11296,Haley Richardson,United States,84,Senior_Citizen,2,4,4,5897,VIP,2013-01-29,2011-09-01,16,regular customer,1474.25,5897,0.02%
298,11297,Noah Coleman,United States,85,Senior_Citizen,2,5,5,5948,VIP,2013-02-20,2011-09-26,17,regular customer,1189.6,5948,0.02%
299,11298,Jon Luo,United States,85,Senior_Citizen,2,5,5,5922,VIP,2013-02-21,2011-09-12,17,regular customer,1184.4,5922,0.02%
300,11299,Orlando Vazquez,United States,84,Senior_Citizen,2,4,4,6015,VIP,2013-02-24,2011-09-26,17,regular customer,1503.75,6015,0.02%
301,11300,Fernando Barnes,Canada,60,Senior_Citizen,27,67,28,1499,Regular,2013-12-31,2013-01-31,11,regular customer,22.37,1499,0.01%
302,11301,Cameron Rodriguez,United States,60,Senior_Citizen,2,5,5,131,NEW,2013-10-11,2013-06-09,4,new customer,26.2,131,0.00%
303,11302,Spencer Russell,United States,54,Mid_aged,2,5,5,5938,VIP,2013-02-02,2011-09-06,17,regular customer,1187.6,5938,0.02%
304,11303,Julia Coleman,United States,59,Mid_aged,2,3,3,5875,VIP,2013-02-23,2011-09-02,17,regular customer,1958.33,5875,0.02%
305,11304,Julia Garcia,United States,54,Mid_aged,2,5,5,122,NEW,2013-04-22,2013-03-20,1,new customer,24.4,122,0.00%
306,11305,Sean Evans,United States,60,Senior_Citizen,2,4,4,77,NEW,2013-08-04,2013-03-25,5,new customer,19.25,77,0.00%
307,11306,Micah Zhou,United States,60,Senior_Citizen,2,3,3,42,NEW,2013-09-07,2013-06-30,3,new customer,14,42,0.00%
308,11307,Hunter Rodriguez,United States,60,Senior_Citizen,2,5,5,5964,VIP,2013-02-08,2011-09-04,17,regular customer,1192.8,5964,0.02%
309,11308,Ian Gonzales,United States,66,Senior_Citizen,2,4,4,94,NEW,2014-01-15,2013-09-07,4,new customer,23.5,94,0.00%
310,11309,Victoria Lewis,United States,66,Senior_Citizen,2,3,3,42,NEW,2014-01-05,2013-07-09,6,regular customer,14,42,0.00%
311,11310,Erin Sanders,United States,61,Senior_Citizen,2,4,4,77,NEW,2013-12-24,2013-08-12,4,new customer,19.25,77,0.00%
312,11311,Gabrielle Lopez,United States,66,Senior_Citizen,2,4,4,77,NEW,2013-09-13,2013-04-18,5,new customer,19.25,77,0.00%
313,11312,Sara Richardson,United States,67,Senior_Citizen,2,3,3,42,NEW,2013-06-02,2013-05-17,1,new customer,14,42,0.00%
314,11313,Trevor Jenkins,United States,67,Senior_Citizen,2,4,3,44,NEW,2013-11-26,2013-05-07,6,regular customer,11,44,0.00%
315,11314,Mya Flores,United States,55,Mid_aged,2,4,3,47,NEW,2013-12-03,2013-02-25,10,regular customer,11.75,47,0.00%
316,11315,Hailey Ward,United States,66,Senior_Citizen,2,3,3,42,NEW,2013-12-17,2013-05-20,7,regular customer,14,42,0.00%
317,11316,Luke Allen,Canada,66,Senior_Citizen,1,2,2,2350,Regular,2013-01-12,2013-01-12,0,new customer,1175,2350,0.01%
318,11317,Victoria Russell,United States,62,Senior_Citizen,2,2,2,5873,VIP,2013-02-18,2011-09-01,17,regular customer,2936.5,5873,0.02%
319,11318,Jessica Wilson,United States,67,Senior_Citizen,2,4,3,44,NEW,2013-11-08,2013-10-17,1,new customer,11,44,0.00%
320,11319,Jade Bailey,United States,77,Senior_Citizen,2,4,4,5930,VIP,2013-02-24,2011-09-09,17,regular customer,1482.5,5930,0.02%
321,11320,Morgan Hill,United States,83,Senior_Citizen,2,5,5,72,NEW,2013-08-19,2013-06-15,2,new customer,14.4,72,0.00%
322,11321,Terrance Raman,United States,81,Senior_Citizen,2,2,2,37,NEW,2013-05-28,2013-02-23,3,new customer,18.5,37,0.00%
323,11322,Sydney Garcia,United States,82,Senior_Citizen,2,4,3,44,NEW,2013-05-21,2013-03-24,2,new customer,11,44,0.00%
324,11323,Jose Patterson,United States,82,Senior_Citizen,2,6,6,6074,VIP,2013-01-30,2011-09-10,16,regular customer,1012.33,6074,0.02%
325,11324,Zachary Anderson,United States,81,Senior_Citizen,2,4,4,5945,VIP,2013-02-05,2011-09-26,17,regular customer,1486.25,5945,0.02%
326,11325,Elijah Ross,United States,81,Senior_Citizen,2,7,7,6044,VIP,2013-01-31,2011-09-19,16,regular customer,863.43,6044,0.02%
327,11326,Rafael Xie,United States,81,Senior_Citizen,2,5,5,5948,VIP,2013-02-20,2011-09-15,17,regular customer,1189.6,5948,0.02%
328,11327,Jaime Moreno,United States,80,Senior_Citizen,2,5,5,5915,VIP,2013-02-01,2011-09-26,17,regular customer,1183,5915,0.02%
329,11328,Julian Griffin,Canada,80,Senior_Citizen,2,4,4,4718,Regular,2013-04-07,2013-01-05,3,new customer,1179.5,4718,0.02%
330,11329,Andy Alvarez,United States,79,Senior_Citizen,2,2,2,5898,VIP,2013-02-10,2011-09-25,17,regular customer,2949,5898,0.02%
331,11330,Ryan Thompson,Canada,80,Senior_Citizen,27,57,24,1134,Regular,2014-01-22,2013-02-12,11,regular customer,19.89,1134,0.00%
332,11331,Samantha Jenkins,Canada,51,Mid_aged,27,58,24,1327,Regular,2014-01-24,2013-02-07,11,regular customer,22.88,1327,0.00%
333,11332,Deanna Ramos,Germany,57,Mid_aged,2,3,3,5755,VIP,2013-01-06,2011-10-15,15,regular customer,1918.33,5755,0.02%
334,11333,Emily Miller,United Kingdom,57,Mid_aged,3,6,6,8163,VIP,2013-07-14,2011-03-21,28,old customer,1360.5,8163,0.03%
335,11334,Nicole Brown,United Kingdom,59,Mid_aged,3,6,6,8154,VIP,2013-07-27,2011-03-04,28,old customer,1359,8154,0.03%
336,11335,Carla Raman,Germany,48,Mid_aged,2,4,4,5744,VIP,2013-01-04,2011-10-23,15,regular customer,1436,5744,0.02%
337,11336,Shaun Raji,France,52,Mid_aged,2,5,5,4441,Regular,2013-01-05,2012-09-27,4,new customer,888.2,4441,0.02%
338,11337,Jerome Romero,United Kingdom,58,Mid_aged,3,8,7,8162,VIP,2013-07-19,2011-03-09,28,old customer,1020.25,8162,0.03%
339,11338,Frank Navarro,Germany,53,Mid_aged,2,5,5,5745,VIP,2012-12-30,2011-10-11,14,regular customer,1149,5745,0.02%
340,11339,Dennis She,France,58,Mid_aged,2,3,3,4379,Regular,2013-01-25,2012-10-07,3,new customer,1459.67,4379,0.01%
341,11340,Melody Munoz,France,78,Senior_Citizen,2,5,5,4413,Regular,2013-01-02,2012-10-27,3,new customer,882.6,4413,0.02%
342,11341,Randy Zeng,United Kingdom,83,Senior_Citizen,3,8,8,8192,VIP,2013-07-19,2011-04-11,27,old customer,1024,8192,0.03%
343,11342,Marshall Wang,France,52,Mid_aged,1,3,3,49,NEW,2013-07-12,2013-07-12,0,new customer,16.33,49,0.00%
344,11343,Arthur Carlson,United Kingdom,50,Mid_aged,3,9,9,8222,VIP,2013-07-24,2011-04-04,27,old customer,913.56,8222,0.03%
345,11344,Jessie Jimenez,United Kingdom,62,Senior_Citizen,3,7,7,8119,VIP,2013-07-23,2011-05-13,26,old customer,1159.86,8119,0.03%
346,11345,Robin Ramos,France,63,Senior_Citizen,2,3,3,4404,Regular,2012-12-31,2012-10-22,2,new customer,1468,4404,0.02%
347,11346,Deanna Gutierrez,France,59,Mid_aged,2,7,7,4503,Regular,2013-02-11,2012-10-01,4,new customer,643.29,4503,0.02%
348,11347,Roy Navarro,Germany,53,Mid_aged,1,2,2,14,NEW,2013-03-16,2013-03-16,0,new customer,7,14,0.00%
349,11348,Shawn Rai,Germany,64,Senior_Citizen,1,3,3,68,NEW,2013-03-31,2013-03-31,0,new customer,22.67,68,0.00%
350,11349,Mindy Luo,Germany,60,Senior_Citizen,1,3,3,68,NEW,2014-01-13,2014-01-13,0,new customer,22.67,68,0.00%
351,11350,Cara Zhou,United Kingdom,83,Senior_Citizen,1,3,3,38,NEW,2013-02-05,2013-02-05,0,new customer,12.67,38,0.00%
352,11351,Anne Ramos,United Kingdom,75,Senior_Citizen,3,5,5,8068,VIP,2013-08-28,2011-06-12,26,old customer,1613.6,8068,0.03%
353,11352,Raymond Rodriguez,France,80,Senior_Citizen,1,2,2,14,NEW,2013-05-01,2013-05-01,0,new customer,7,14,0.00%
354,11353,Carrie Ortega,United Kingdom,79,Senior_Citizen,3,6,6,8078,VIP,2013-08-08,2011-06-12,26,old customer,1346.33,8078,0.03%
355,11354,Deanna Suarez,Germany,78,Senior_Citizen,1,3,3,23,NEW,2013-12-03,2013-12-03,0,new customer,7.67,23,0.00%
356,11355,Roberto Gutierrez,United Kingdom,77,Senior_Citizen,1,2,2,14,NEW,2013-09-26,2013-09-26,0,new customer,7,14,0.00%
357,11356,Terrence Carson,Australia,40,Mid_aged,3,8,8,5069,VIP,2013-10-31,2011-05-10,29,old customer,633.63,5069,0.02%
358,11357,Ramon Ye,Australia,41,Mid_aged,3,5,5,4943,Regular,2013-10-29,2011-06-18,28,old customer,988.6,4943,0.02%
359,11358,Cynthia Malhotra,Australia,41,Mid_aged,3,8,8,5034,VIP,2013-11-14,2011-06-28,29,old customer,629.25,5034,0.02%
360,11359,Jarrod Prasad,Australia,41,Mid_aged,3,8,8,4959,Regular,2013-12-04,2011-06-13,30,old customer,619.88,4959,0.02%
361,11360,Tyrone Serrano,Australia,41,Mid_aged,3,6,6,5025,VIP,2013-12-22,2011-06-27,30,old customer,837.5,5025,0.02%
362,11361,Cindy Ramos,Australia,43,Mid_aged,2,4,4,115,NEW,2013-11-24,2013-10-01,1,new customer,28.75,115,0.00%
363,11362,Damien Shan,Australia,42,Mid_aged,2,3,3,77,NEW,2013-09-24,2013-03-29,6,regular customer,25.67,77,0.00%
364,11363,Julian Ross,Australia,42,Mid_aged,3,5,5,5035,VIP,2013-12-18,2011-06-08,30,old customer,1007,5035,0.02%
365,11364,Jennifer Collins,Australia,40,Mid_aged,3,4,4,4921,Regular,2013-12-26,2011-06-07,30,old customer,1230.25,4921,0.02%
366,11365,Brittney Sun,Australia,41,Mid_aged,3,7,7,5024,VIP,2013-12-22,2011-05-31,31,old customer,717.71,5024,0.02%
367,11366,Virginia Patel,Australia,40,Mid_aged,2,3,3,77,NEW,2013-08-15,2013-06-24,2,new customer,25.67,77,0.00%
368,11367,Calvin Nara,Australia,41,Mid_aged,2,4,4,86,NEW,2013-11-25,2013-07-07,4,new customer,21.5,86,0.00%
